Historic Number Of Orders;Average Order Value;First Active;Last Active;Historic Customer Lifetime Value;days active
1.0;391.51;2021-02-19;2022-05-01;391.17;436.0
1.0;90.04;2021-02-20;2022-05-01;89.7;435.0
4.0;169.07;2021-02-20;2022-05-01;671.43;435.0
1.0;201.79;2021-04-21;2022-05-01;201.45;375.0
1.0;132.57999999999998;2021-02-20;2022-05-01;132.23999999999998;435.0
4.0;247.82999999999998;2021-02-19;2022-05-01;986.4699999999999;436.0
1.0;88.89;2021-02-20;2022-05-01;88.55;435.0
1.0;73.31;2021-02-20;2022-05-01;72.97;435.0
2.0;156.95;2021-04-08;2022-05-01;312.06;388.0
2.0;272.84;2021-02-20;2022-05-01;543.8299999999999;435.0
1.0;284.34;2021-02-20;2022-05-01;284.0;435.0
1.0;136.59;2021-02-22;2022-05-01;136.25;433.0
2.0;253.01;2021-02-20;2022-05-01;504.16;435.0
4.0;145.63;2021-02-19;2022-05-01;577.66;436.0
1.0;93.48;2021-02-20;2022-05-01;93.14;435.0
9.0;142.95;2021-03-05;2022-05-01;1274.1100000000001;422.0
4.0;177.42;2021-03-05;2022-05-01;704.81;422.0
3.0;139.04999999999998;2021-03-06;2022-05-01;413.78000000000003;421.0
1.0;167.04999999999998;2021-03-07;2022-05-01;166.70999999999998;420.0
2.0;253.47;2021-02-19;2022-05-01;505.08000000000004;436.0
2.0;168.2;2021-02-21;2022-05-01;334.55;434.0
1.0;213.64;2021-02-20;2022-05-01;213.29999999999998;435.0
1.0;118.21000000000001;2021-02-19;2022-05-01;117.87;436.0
1.0;88.89;2021-03-07;2022-05-01;88.55;420.0
1.0;138.32999999999998;2021-02-23;2022-05-01;137.98999999999998;432.0
2.0;146.79;2021-02-19;2022-05-01;291.72;436.0
1.0;142.92999999999998;2021-04-08;2022-05-01;142.58999999999997;388.0
2.0;139.19;2021-02-20;2022-05-01;276.52000000000004;435.0
2.0;112.74000000000001;2021-02-20;2022-05-01;223.63;435.0
1.0;1.51;2021-02-08;2022-05-01;1.17;447.0
1.0;150.97;2021-02-20;2022-05-01;150.63;435.0
2.0;85.67;2021-02-19;2022-05-01;169.48;436.0
4.0;125.87;2021-03-24;2022-05-01;498.6;403.0
1.0;161.51;2021-02-19;2022-05-01;161.17;436.0
2.0;241.41;2021-03-05;2022-05-01;480.96000000000004;422.0
3.0;154.48;2021-02-19;2022-05-01;460.09000000000003;436.0
1.0;92.34;2021-02-20;2022-05-01;92.0;435.0
1.0;88.89;2021-02-20;2022-05-01;88.55;435.0
3.0;206.39;2021-02-19;2022-05-01;615.81;436.0
14.0;373.51;2021-02-20;2022-05-01;5209.1900000000005;435.0
1.0;140.53;2021-02-20;2022-05-01;140.19;435.0
1.0;113.41000000000001;2021-02-19;2022-05-01;113.07000000000001;436.0
1.0;99.21000000000001;2021-02-20;2022-05-01;98.87;435.0
3.0;124.98;2021-02-20;2022-05-01;371.57;435.0
2.0;115.5;2021-03-12;2022-05-01;229.14999999999998;415.0
1.0;86.5;2021-02-19;2022-05-01;86.16;436.0
3.0;122.62;2021-02-20;2022-05-01;364.49;435.0
1.0;118.01;2021-02-19;2022-05-01;117.67;436.0
2.0;126.25;2021-02-19;2022-05-01;250.64;436.0
2.0;163.13;2021-02-19;2022-05-01;324.42;436.0
1.0;123.91000000000001;2021-02-19;2022-05-01;123.57000000000001;436.0
2.0;150.97;2021-02-20;2022-05-01;300.09000000000003;435.0
1.0;119.92;2021-02-20;2022-05-01;119.58;435.0
3.0;137.12;2021-02-19;2022-05-01;408.01;436.0
4.0;228.60999999999999;2021-02-19;2022-05-01;909.5799999999999;436.0
2.0;115.77000000000001;2021-02-19;2022-05-01;229.69;436.0
3.0;168.95;2021-02-19;2022-05-01;503.49;436.0
1.0;371.59999999999997;2021-03-04;2022-05-01;371.26;423.0
1.0;126.83;2021-03-18;2022-05-01;126.49;409.0
2.0;111.88000000000001;2021-02-19;2022-05-01;221.91;436.0
4.0;156.37;2021-02-20;2022-05-01;620.63;435.0
2.0;96.14;2021-02-19;2022-05-01;190.42999999999998;436.0
1.0;251.0;2021-02-20;2022-05-01;250.66;435.0
1.0;88.89;2021-02-20;2022-05-01;88.55;435.0
1.0;233.76;2021-03-07;2022-05-01;233.42;420.0
1.0;95.51;2021-02-19;2022-05-01;95.17;436.0
2.0;170.17;2021-02-20;2022-05-01;338.5;435.0
1.0;96.51;2021-02-20;2022-05-01;96.17;435.0
1.0;392.40999999999997;2021-02-20;2022-05-01;392.07;435.0
2.0;102.68;2021-03-17;2022-05-01;203.51;410.0
6.0;128.89;2021-02-19;2022-05-01;765.4699999999999;436.0
1.0;369.42;2021-02-20;2022-05-01;369.08000000000004;435.0
7.0;163.32;2021-02-19;2022-05-01;1133.8600000000001;436.0
1.0;130.51;2021-02-20;2022-05-01;130.17;435.0
2.0;153.26999999999998;2021-02-20;2022-05-01;304.69;435.0
1.0;162.47;2021-02-20;2022-05-01;162.13;435.0
1.0;76.12;2021-03-07;2022-05-01;75.78;420.0
1.0;76.55000000000001;2021-02-15;2022-05-01;76.21000000000001;440.0
3.0;218.01;2021-03-05;2022-05-01;650.68;422.0
1.0;1.51;2021-02-15;2022-05-01;1.17;440.0
2.0;141.14;2021-02-19;2022-05-01;280.43;436.0
1.0;150.76;2021-02-15;2022-05-01;150.42;440.0
4.0;78.4;2021-02-19;2022-05-01;308.71000000000004;436.0
4.0;266.81;2021-02-20;2022-05-01;1062.3600000000001;435.0
1.0;223.81;2021-02-18;2022-05-01;223.47;437.0
1.0;103.39;2021-02-19;2022-05-01;103.05;436.0
7.0;182.64999999999998;2021-02-23;2022-05-01;1269.18;432.0
1.0;90.03;2021-02-20;2022-05-01;89.69;435.0
2.0;214.78;2021-02-21;2022-05-01;427.71000000000004;434.0
6.0;261.55;2021-02-15;2022-05-01;1561.44;440.0
1.0;88.89;2021-02-19;2022-05-01;88.55;436.0
3.0;236.04;2021-06-15;2022-05-01;704.75;320.0
3.0;112.84;2021-02-20;2022-05-01;335.16;435.0
1.0;79.31;2021-02-19;2022-05-01;78.97;436.0
1.0;114.52000000000001;2021-05-10;2022-05-01;114.18;356.0
2.0;337.21999999999997;2021-02-28;2022-05-01;672.5899999999999;427.0
1.0;78.71000000000001;2021-02-19;2022-05-01;78.37;436.0
7.0;216.5;2021-02-19;2022-05-01;1506.0700000000002;436.0
3.0;111.5;2021-02-19;2022-05-01;331.13;436.0
2.0;211.91;2021-02-19;2022-05-01;421.98;436.0
1.0;96.19000000000001;2021-02-20;2022-05-01;95.85000000000001;435.0
17.0;143.59;2021-02-20;2022-05-01;2416.4700000000003;435.0
1.0;139.47;2021-02-20;2022-05-01;139.13;435.0
1.0;95.24000000000001;2021-02-19;2022-05-01;94.9;436.0
1.0;163.51;2021-02-19;2022-05-01;163.17;436.0
2.0;171.67;2021-02-20;2022-05-01;341.49;435.0
1.0;213.01;2021-02-19;2022-05-01;212.67;436.0
1.0;194.67;2021-02-21;2022-05-01;194.32999999999998;434.0
1.0;294.68;2021-04-05;2022-05-01;294.34000000000003;391.0
1.0;150.97;2021-02-19;2022-05-01;150.63;436.0
2.0;171.67;2021-02-27;2022-05-01;341.48;428.0
1.0;110.72;2021-02-20;2022-05-01;110.38;435.0
1.0;93.49000000000001;2021-02-19;2022-05-01;93.15;436.0
1.0;174.32;2021-02-20;2022-05-01;173.98;435.0
1.0;165.0;2022-01-13;2022-05-01;164.66;108.0
1.0;231.45;2022-01-13;2022-05-01;231.10999999999999;108.0
1.0;265.46;2022-01-13;2022-05-01;265.12;108.0
1.0;101.54;2022-01-13;2022-05-01;101.2;108.0
1.0;129.07999999999998;2022-01-13;2022-05-01;128.73999999999998;108.0
1.0;260.2;2022-01-13;2022-05-01;259.86;108.0
1.0;165.0;2022-01-14;2022-05-01;164.66;107.0
1.0;403.92;2022-01-13;2022-05-01;403.58000000000004;108.0
1.0;100.38000000000001;2022-01-12;2022-05-01;100.04;109.0
1.0;164.76999999999998;2022-01-13;2022-05-01;164.42999999999998;108.0
1.0;118.65;2021-03-24;2022-05-01;118.31;403.0
2.0;186.85;2021-04-06;2022-05-01;371.84000000000003;390.0
1.0;173.95999999999998;2021-08-04;2022-05-01;173.61999999999998;270.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
2.0;136.67;2021-07-28;2022-05-01;271.48;277.0
2.0;99.81;2021-09-01;2022-05-01;197.76999999999998;242.0
1.0;125.68;2021-09-01;2022-05-01;125.34;242.0
1.0;150.97;2021-08-07;2022-05-01;150.63;267.0
1.0;313.44;2021-09-01;2022-05-01;313.1;242.0
1.0;173.95999999999998;2021-08-04;2022-05-01;173.61999999999998;270.0
5.0;170.13;2021-07-26;2022-05-01;844.27;279.0
1.0;139.47;2021-08-23;2022-05-01;139.13;251.0
1.0;159.84;2021-08-25;2022-05-01;159.5;249.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
1.0;139.47;2021-08-17;2022-05-01;139.13;257.0
1.0;425.76;2021-08-01;2022-05-01;425.42;273.0
1.0;185.23999999999998;2021-08-11;2022-05-01;184.89999999999998;263.0
1.0;76.12;2021-08-14;2022-05-01;75.78;260.0
1.0;371.71999999999997;2021-08-13;2022-05-01;371.38;261.0
1.0;113.03;2021-08-06;2022-05-01;112.69;268.0
2.0;96.83;2021-07-25;2022-05-01;191.79999999999998;280.0
1.0;110.74000000000001;2021-09-01;2022-05-01;110.4;242.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
1.0;173.95999999999998;2021-08-04;2022-05-01;173.61999999999998;270.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
1.0;139.47;2021-08-13;2022-05-01;139.13;261.0
1.0;139.47;2021-09-01;2022-05-01;139.13;242.0
1.0;139.47;2021-08-21;2022-05-01;139.13;253.0
2.0;132.57;2021-08-21;2022-05-01;263.3;253.0
1.0;518.88;2021-08-25;2022-05-01;518.54;249.0
1.0;88.09;2021-07-28;2022-05-01;87.75;277.0
1.0;145.51;2021-09-01;2022-05-01;145.17;242.0
1.0;125.68;2021-09-01;2022-05-01;125.34;242.0
1.0;167.64999999999998;2021-08-14;2022-05-01;167.30999999999997;260.0
2.0;173.95999999999998;2021-07-27;2022-05-01;346.07;278.0
1.0;257.1;2021-08-01;2022-05-01;256.76;273.0
1.0;125.68;2021-09-01;2022-05-01;125.34;242.0
1.0;231.45;2021-08-07;2022-05-01;231.10999999999999;267.0
1.0;217.66;2021-09-01;2022-05-01;217.32;242.0
1.0;139.47;2021-08-13;2022-05-01;139.13;261.0
1.0;139.45999999999998;2021-08-11;2022-05-01;139.11999999999998;263.0
1.0;380.93;2021-08-26;2022-05-01;380.59000000000003;248.0
1.0;139.47;2021-09-01;2022-05-01;139.13;242.0
1.0;125.68;2021-09-01;2022-05-01;125.34;242.0
1.0;104.98;2021-08-22;2022-05-01;104.64;252.0
1.0;130.28;2021-07-29;2022-05-01;129.94;276.0
1.0;149.89;2021-08-10;2022-05-01;149.54999999999998;264.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
2.0;164.76999999999998;2021-08-27;2022-05-01;327.68;247.0
1.0;139.45999999999998;2021-08-02;2022-05-01;139.11999999999998;272.0
1.0;125.68;2021-09-01;2022-05-01;125.34;242.0
3.0;199.37;2021-08-29;2022-05-01;594.76;245.0
1.0;103.84;2021-08-02;2022-05-01;103.5;272.0
1.0;315.28;2021-08-25;2022-05-01;314.94;249.0
1.0;139.47;2021-08-28;2022-05-01;139.13;246.0
1.0;139.47;2021-08-25;2022-05-01;139.13;249.0
1.0;187.09;2021-07-27;2022-05-01;186.75;278.0
1.0;110.71000000000001;2021-09-01;2022-05-01;110.37;242.0
1.0;162.51;2021-09-01;2022-05-01;162.17;242.0
3.0;274.92;2021-08-04;2022-05-01;821.39;270.0
1.0;460.23;2021-08-16;2022-05-01;459.89000000000004;258.0
2.0;199.85;2021-08-12;2022-05-01;397.84000000000003;262.0
2.0;244.95999999999998;2021-08-01;2022-05-01;488.07;273.0
1.0;125.68;2021-09-01;2022-05-01;125.34;242.0
1.0;115.32000000000001;2021-08-01;2022-05-01;114.98;273.0
4.0;154.10999999999999;2021-08-27;2022-05-01;611.5699999999999;247.0
2.0;142.92;2021-07-28;2022-05-01;283.99;277.0
1.0;139.47;2021-08-29;2022-05-01;139.13;245.0
1.0;112.67;2021-07-30;2022-05-01;112.33;275.0
1.0;369.42;2021-08-01;2022-05-01;369.08000000000004;273.0
1.0;208.45999999999998;2021-08-28;2022-05-01;208.11999999999998;246.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
1.0;139.47;2021-08-16;2022-05-01;139.13;258.0
1.0;173.95999999999998;2021-08-04;2022-05-01;173.61999999999998;270.0
1.0;280.9;2021-09-01;2022-05-01;280.56;242.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
1.0;139.47;2021-08-13;2022-05-01;139.13;261.0
1.0;173.95999999999998;2021-08-04;2022-05-01;173.61999999999998;270.0
1.0;120.85000000000001;2021-08-05;2022-05-01;120.51;269.0
1.0;115.33;2021-07-26;2022-05-01;114.99;279.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
1.0;145.51;2021-09-01;2022-05-01;145.17;242.0
1.0;150.51999999999998;2021-08-01;2022-05-01;150.17999999999998;273.0
1.0;101.42;2021-08-02;2022-05-01;101.08;272.0
1.0;313.90999999999997;2021-08-02;2022-05-01;313.57;272.0
3.0;326.73;2021-08-31;2022-05-01;976.8199999999999;243.0
1.0;164.76999999999998;2021-09-01;2022-05-01;164.42999999999998;242.0
1.0;151.78;2021-08-29;2022-05-01;151.44;245.0
1.0;145.51;2021-09-01;2022-05-01;145.17;242.0
1.0;233.76;2021-08-11;2022-05-01;233.42;263.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
2.0;156.89;2021-08-16;2022-05-01;311.94;258.0
1.0;139.47;2021-08-24;2022-05-01;139.13;250.0
1.0;199.14;2021-08-04;2022-05-01;198.79999999999998;270.0
1.0;173.95999999999998;2021-07-28;2022-05-01;173.61999999999998;277.0
1.0;118.15;2021-08-10;2022-05-01;117.81;264.0
3.0;229.92;2021-08-26;2022-05-01;686.41;248.0
1.0;156.73;2021-09-01;2022-05-01;156.39;242.0
2.0;77.86;2021-08-10;2022-05-01;153.86999999999998;264.0
2.0;239.37;2021-08-23;2022-05-01;476.90000000000003;251.0
1.0;139.47;2021-08-17;2022-05-01;139.13;257.0
1.0;192.7;2021-08-02;2022-05-01;192.35999999999999;272.0
1.0;249.85999999999999;2021-09-01;2022-05-01;249.51999999999998;242.0
2.0;159.01;2021-08-04;2022-05-01;316.17;270.0
1.0;173.95999999999998;2021-08-22;2022-05-01;173.61999999999998;252.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
1.0;173.95999999999998;2021-08-04;2022-05-01;173.61999999999998;270.0
2.0;117.13000000000001;2021-08-10;2022-05-01;232.39999999999998;264.0
2.0;170.51999999999998;2021-08-31;2022-05-01;339.19;243.0
1.0;231.45;2021-08-01;2022-05-01;231.10999999999999;273.0
1.0;99.07000000000001;2021-08-01;2022-05-01;98.73;273.0
1.0;173.95999999999998;2021-07-31;2022-05-01;173.61999999999998;274.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
1.0;139.47;2021-08-13;2022-05-01;139.13;261.0
1.0;50.91;2021-08-12;2022-05-01;50.57;262.0
1.0;217.66;2021-09-01;2022-05-01;217.32;242.0
1.0;173.95999999999998;2021-08-05;2022-05-01;173.61999999999998;269.0
1.0;173.95999999999998;2021-07-27;2022-05-01;173.61999999999998;278.0
1.0;110.74000000000001;2021-08-05;2022-05-01;110.4;269.0
1.0;139.62;2021-09-01;2022-05-01;139.28;242.0
1.0;204.54;2021-09-01;2022-05-01;204.2;242.0
2.0;311.53;2021-08-01;2022-05-01;621.2199999999999;273.0
1.0;288.93;2021-07-28;2022-05-01;288.59000000000003;277.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
1.0;139.47;2021-08-16;2022-05-01;139.13;258.0
2.0;107.86;2021-09-01;2022-05-01;213.86999999999998;242.0
2.0;298.3;2021-07-27;2022-05-01;594.74;278.0
1.0;201.23;2021-08-06;2022-05-01;200.89;268.0
2.0;209.60999999999999;2021-08-01;2022-05-01;417.37;273.0
1.0;74.99000000000001;2021-08-01;2022-05-01;74.65;273.0
1.0;206.16;2021-07-28;2022-05-01;205.82;277.0
1.0;145.51;2021-08-26;2022-05-01;145.17;248.0
2.0;407.84999999999997;2021-09-01;2022-05-01;813.8499999999999;242.0
1.0;145.51;2021-09-01;2022-05-01;145.17;242.0
1.0;71.54;2021-08-05;2022-05-01;71.2;269.0
1.0;209.6;2021-07-28;2022-05-01;209.26;277.0
1.0;121.08;2021-08-14;2022-05-01;120.74;260.0
4.0;184.89;2021-09-01;2022-05-01;734.7099999999999;242.0
1.0;164.64999999999998;2021-07-27;2022-05-01;164.30999999999997;278.0
1.0;269.68;2021-09-01;2022-05-01;269.34000000000003;242.0
1.0;255.87;2021-08-24;2022-05-01;255.53;250.0
1.0;173.95999999999998;2021-08-05;2022-05-01;173.61999999999998;269.0
1.0;87.62;2021-08-07;2022-05-01;87.28;267.0
1.0;202.72;2021-08-02;2022-05-01;202.38;272.0
1.0;210.75;2021-08-13;2022-05-01;210.41;261.0
1.0;94.07000000000001;2021-08-11;2022-05-01;93.73;263.0
1.0;210.76999999999998;2021-08-31;2022-05-01;210.42999999999998;243.0
1.0;173.95999999999998;2021-08-05;2022-05-01;173.61999999999998;269.0
2.0;146.95;2021-08-20;2022-05-01;292.04;254.0
2.0;140.91;2021-08-18;2022-05-01;279.98;256.0
1.0;472.90999999999997;2021-07-31;2022-05-01;472.57;274.0
2.0;109.01;2021-07-25;2022-05-01;216.16;280.0
1.0;50.83;2021-08-12;2022-05-01;50.49;262.0
2.0;150.39;2021-08-04;2022-05-01;298.94;270.0
1.0;203.63;2021-08-31;2022-05-01;203.29;243.0
2.0;179.72;2021-09-01;2022-05-01;357.59000000000003;242.0
1.0;139.47;2021-08-14;2022-05-01;139.13;260.0
2.0;204.42999999999998;2021-08-04;2022-05-01;407.02000000000004;270.0
1.0;101.51;2021-08-15;2022-05-01;101.17;259.0
2.0;120.51;2021-10-13;2022-05-01;239.16;200.0
1.0;101.42;2021-10-14;2022-05-01;101.08;199.0
1.0;145.23;2021-10-13;2022-05-01;144.89;200.0
1.0;150.95999999999998;2021-10-16;2022-05-01;150.61999999999998;197.0
1.0;104.98;2021-10-13;2022-05-01;104.64;200.0
1.0;226.84;2021-10-13;2022-05-01;226.5;200.0
1.0;122.21000000000001;2021-10-16;2022-05-01;121.87;197.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
2.0;180.35;2021-10-16;2022-05-01;358.85;197.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;125.68;2021-10-14;2022-05-01;125.34;199.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;253.29999999999998;2021-10-15;2022-05-01;252.95999999999998;198.0
1.0;103.83;2021-10-15;2022-05-01;103.49;198.0
1.0;196.95;2021-10-16;2022-05-01;196.60999999999999;197.0
1.0;107.29;2021-10-15;2022-05-01;106.95;198.0
1.0;87.62;2021-10-14;2022-05-01;87.28;199.0
1.0;288.95;2021-10-13;2022-05-01;288.61;200.0
1.0;104.98;2021-10-13;2022-05-01;104.64;200.0
1.0;254.0;2021-10-14;2022-05-01;253.66;199.0
6.0;308.44;2021-10-13;2022-05-01;1842.76;200.0
1.0;280.09;2021-10-15;2022-05-01;279.75;198.0
1.0;125.68;2021-10-14;2022-05-01;125.34;199.0
1.0;153.23999999999998;2021-10-13;2022-05-01;152.89999999999998;200.0
1.0;139.47;2021-10-15;2022-05-01;139.13;198.0
1.0;110.71000000000001;2021-10-16;2022-05-01;110.37;197.0
1.0;145.23;2021-10-13;2022-05-01;144.89;200.0
1.0;43.94;2021-10-14;2022-05-01;43.6;199.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
4.0;232.28;2021-10-14;2022-05-01;924.25;199.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
2.0;199.82999999999998;2021-10-16;2022-05-01;397.82;197.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;145.23;2021-10-13;2022-05-01;144.89;200.0
6.0;99.41000000000001;2021-10-15;2022-05-01;588.5999999999999;198.0
1.0;139.47;2021-10-16;2022-05-01;139.13;197.0
1.0;254.0;2021-10-14;2022-05-01;253.66;199.0
5.0;204.06;2021-04-16;2022-05-01;1013.9;380.0
8.0;130.73999999999998;2021-04-17;2022-05-01;1035.02;379.0
1.0;104.97;2021-04-19;2022-05-01;104.63;377.0
1.0;322.40999999999997;2021-04-18;2022-05-01;322.07;378.0
4.0;150.22;2021-04-18;2022-05-01;596.02;378.0
1.0;150.97;2021-04-19;2022-05-01;150.63;377.0
1.0;132.57;2021-04-18;2022-05-01;132.23;378.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
4.0;206.04;2021-04-18;2022-05-01;819.29;378.0
1.0;270.55;2021-04-16;2022-05-01;270.21000000000004;380.0
1.0;100.71000000000001;2021-04-18;2022-05-01;100.37;378.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;63.489999999999995;2021-04-18;2022-05-01;63.15;378.0
1.0;139.47;2021-04-18;2022-05-01;139.13;378.0
1.0;106.10000000000001;2021-04-16;2022-05-01;105.76;380.0
2.0;153.82999999999998;2021-04-15;2022-05-01;305.82;381.0
1.0;123.68;2021-04-18;2022-05-01;123.34;378.0
3.0;271.24;2021-04-16;2022-05-01;810.36;380.0
1.0;150.97;2021-04-16;2022-05-01;150.63;380.0
1.0;105.9;2021-04-17;2022-05-01;105.56;379.0
2.0;96.04;2021-04-18;2022-05-01;190.23;378.0
