Historic Number Of Orders,Average Order Value,First Active,Last Active,Historic Customer Lifetime Value,days active
1.0,313.90999999999997,2021-08-02,2022-04-30,313.57,271.0
3.0,326.73,2021-08-31,2022-04-30,976.8199999999999,242.0
1.0,164.76999999999998,2021-09-01,2022-04-30,164.42999999999998,241.0
1.0,151.78,2021-08-29,2022-04-30,151.44,244.0
1.0,145.51,2021-09-01,2022-04-30,145.17,241.0
1.0,233.76,2021-08-11,2022-04-30,233.42,262.0
1.0,173.95999999999998,2021-07-27,2022-04-30,173.61999999999998,277.0
2.0,156.89,2021-08-16,2022-04-30,311.94,257.0
1.0,139.47,2021-08-24,2022-04-30,139.13,249.0
1.0,199.14,2021-08-04,2022-04-30,198.79999999999998,269.0
1.0,173.95999999999998,2021-07-28,2022-04-30,173.61999999999998,276.0
1.0,118.15,2021-08-10,2022-04-30,117.81,263.0
3.0,229.92,2021-08-26,2022-04-30,686.41,247.0
1.0,156.73,2021-09-01,2022-04-30,156.39,241.0
2.0,77.86,2021-08-10,2022-04-30,153.86999999999998,263.0
2.0,239.37,2021-08-23,2022-04-30,476.90000000000003,250.0
1.0,139.47,2021-08-17,2022-04-30,139.13,256.0
1.0,192.7,2021-08-02,2022-04-30,192.35999999999999,271.0
1.0,249.85999999999999,2021-09-01,2022-04-30,249.51999999999998,241.0
2.0,159.01,2021-08-04,2022-04-30,316.17,269.0
1.0,173.95999999999998,2021-08-22,2022-04-30,173.61999999999998,251.0
1.0,173.95999999999998,2021-07-27,2022-04-30,173.61999999999998,277.0
1.0,173.95999999999998,2021-08-04,2022-04-30,173.61999999999998,269.0
2.0,117.13000000000001,2021-08-10,2022-04-30,232.39999999999998,263.0
2.0,170.51999999999998,2021-08-31,2022-04-30,339.19,242.0
1.0,231.45,2021-08-01,2022-04-30,231.10999999999999,272.0
1.0,99.07000000000001,2021-08-01,2022-04-30,98.73,272.0
1.0,173.95999999999998,2021-07-31,2022-04-30,173.61999999999998,273.0
1.0,139.47,2021-08-14,2022-04-30,139.13,259.0
1.0,139.47,2021-08-13,2022-04-30,139.13,260.0
1.0,50.91,2021-08-12,2022-04-30,50.57,261.0
1.0,217.66,2021-09-01,2022-04-30,217.32,241.0
1.0,173.95999999999998,2021-08-05,2022-04-30,173.61999999999998,268.0
1.0,173.95999999999998,2021-07-27,2022-04-30,173.61999999999998,277.0
1.0,110.74000000000001,2021-08-05,2022-04-30,110.4,268.0
1.0,139.62,2021-09-01,2022-04-30,139.28,241.0
1.0,204.54,2021-09-01,2022-04-30,204.2,241.0
2.0,311.53,2021-08-01,2022-04-30,621.2199999999999,272.0
1.0,288.93,2021-07-28,2022-04-30,288.59000000000003,276.0
1.0,139.47,2021-08-14,2022-04-30,139.13,259.0
1.0,139.47,2021-08-16,2022-04-30,139.13,257.0
2.0,107.86,2021-09-01,2022-04-30,213.86999999999998,241.0
2.0,298.3,2021-07-27,2022-04-30,594.74,277.0
1.0,201.23,2021-08-06,2022-04-30,200.89,267.0
2.0,209.60999999999999,2021-08-01,2022-04-30,417.37,272.0
1.0,74.99000000000001,2021-08-01,2022-04-30,74.65,272.0
1.0,206.16,2021-07-28,2022-04-30,205.82,276.0
1.0,145.51,2021-08-26,2022-04-30,145.17,247.0
2.0,407.84999999999997,2021-09-01,2022-04-30,813.8499999999999,241.0
1.0,145.51,2021-09-01,2022-04-30,145.17,241.0
1.0,71.54,2021-08-05,2022-04-30,71.2,268.0
1.0,209.6,2021-07-28,2022-04-30,209.26,276.0
1.0,121.08,2021-08-14,2022-04-30,120.74,259.0
4.0,184.89,2021-09-01,2022-04-30,734.7099999999999,241.0
1.0,164.64999999999998,2021-07-27,2022-04-30,164.30999999999997,277.0
1.0,269.68,2021-09-01,2022-04-30,269.34000000000003,241.0
1.0,255.87,2021-08-24,2022-04-30,255.53,249.0
1.0,173.95999999999998,2021-08-05,2022-04-30,173.61999999999998,268.0
1.0,87.62,2021-08-07,2022-04-30,87.28,266.0
1.0,202.72,2021-08-02,2022-04-30,202.38,271.0
1.0,210.75,2021-08-13,2022-04-30,210.41,260.0
1.0,94.07000000000001,2021-08-11,2022-04-30,93.73,262.0
1.0,210.76999999999998,2021-08-31,2022-04-30,210.42999999999998,242.0
1.0,173.95999999999998,2021-08-05,2022-04-30,173.61999999999998,268.0
2.0,146.95,2021-08-20,2022-04-30,292.04,253.0
2.0,140.91,2021-08-18,2022-04-30,279.98,255.0
1.0,472.90999999999997,2021-07-31,2022-04-30,472.57,273.0
2.0,109.01,2021-07-25,2022-04-30,216.16,279.0
1.0,50.83,2021-08-12,2022-04-30,50.49,261.0
2.0,150.39,2021-08-04,2022-04-30,298.94,269.0
1.0,203.63,2021-08-31,2022-04-30,203.29,242.0
2.0,179.72,2021-09-01,2022-04-30,357.59000000000003,241.0
1.0,139.47,2021-08-14,2022-04-30,139.13,259.0
2.0,204.42999999999998,2021-08-04,2022-04-30,407.02000000000004,269.0
1.0,101.51,2021-08-15,2022-04-30,101.17,258.0
2.0,120.51,2021-10-13,2022-04-30,239.16,199.0
1.0,101.42,2021-10-14,2022-04-30,101.08,198.0
1.0,145.23,2021-10-13,2022-04-30,144.89,199.0
1.0,150.95999999999998,2021-10-16,2022-04-30,150.61999999999998,196.0
1.0,104.98,2021-10-13,2022-04-30,104.64,199.0
1.0,226.84,2021-10-13,2022-04-30,226.5,199.0
1.0,122.21000000000001,2021-10-16,2022-04-30,121.87,196.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
2.0,180.35,2021-10-16,2022-04-30,358.85,196.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,125.68,2021-10-14,2022-04-30,125.34,198.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,253.29999999999998,2021-10-15,2022-04-30,252.95999999999998,197.0
1.0,103.83,2021-10-15,2022-04-30,103.49,197.0
1.0,196.95,2021-10-16,2022-04-30,196.60999999999999,196.0
1.0,107.29,2021-10-15,2022-04-30,106.95,197.0
1.0,87.62,2021-10-14,2022-04-30,87.28,198.0
1.0,288.95,2021-10-13,2022-04-30,288.61,199.0
1.0,104.98,2021-10-13,2022-04-30,104.64,199.0
1.0,254.0,2021-10-14,2022-04-30,253.66,198.0
6.0,308.44,2021-10-13,2022-04-30,1842.76,199.0
1.0,280.09,2021-10-15,2022-04-30,279.75,197.0
1.0,125.68,2021-10-14,2022-04-30,125.34,198.0
1.0,153.23999999999998,2021-10-13,2022-04-30,152.89999999999998,199.0
1.0,139.47,2021-10-15,2022-04-30,139.13,197.0
1.0,110.71000000000001,2021-10-16,2022-04-30,110.37,196.0
1.0,145.23,2021-10-13,2022-04-30,144.89,199.0
1.0,43.94,2021-10-14,2022-04-30,43.6,198.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
4.0,232.28,2021-10-14,2022-04-30,924.25,198.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
2.0,199.82999999999998,2021-10-16,2022-04-30,397.82,196.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,145.23,2021-10-13,2022-04-30,144.89,199.0
6.0,99.41000000000001,2021-10-15,2022-04-30,588.5999999999999,197.0
1.0,139.47,2021-10-16,2022-04-30,139.13,196.0
1.0,254.0,2021-10-14,2022-04-30,253.66,198.0
5.0,204.06,2021-04-16,2022-04-30,1013.9,379.0
8.0,130.73999999999998,2021-04-17,2022-04-30,1035.02,378.0
1.0,104.97,2021-04-19,2022-04-30,104.63,376.0
1.0,322.40999999999997,2021-04-18,2022-04-30,322.07,377.0
4.0,150.22,2021-04-18,2022-04-30,596.02,377.0
1.0,150.97,2021-04-19,2022-04-30,150.63,376.0
1.0,132.57,2021-04-18,2022-04-30,132.23,377.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
4.0,206.04,2021-04-18,2022-04-30,819.29,377.0
1.0,270.55,2021-04-16,2022-04-30,270.21000000000004,379.0
1.0,100.71000000000001,2021-04-18,2022-04-30,100.37,377.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,63.489999999999995,2021-04-18,2022-04-30,63.15,377.0
1.0,139.47,2021-04-18,2022-04-30,139.13,377.0
1.0,106.10000000000001,2021-04-16,2022-04-30,105.76,379.0
2.0,153.82999999999998,2021-04-15,2022-04-30,305.82,380.0
1.0,123.68,2021-04-18,2022-04-30,123.34,377.0
3.0,271.24,2021-04-16,2022-04-30,810.36,379.0
1.0,150.97,2021-04-16,2022-04-30,150.63,379.0
1.0,105.9,2021-04-17,2022-04-30,105.56,378.0
2.0,96.04,2021-04-18,2022-04-30,190.23,377.0
